84042 silly lifecycle spmrc@1.2.0~preinstall: no script for preinstall, continuing
88569 info linkStuff source-map@0.5.3
88570 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-discard-comments/node_modules as its parent node_modules
88571 silly linkStuff source-map@0.5.3 is part of a global install
88572 silly linkStuff source-map@0.5.3 is installed into a global node_modules
88573 verbose linkBins source-map@0.5.3
88574 verbose linkMans source-map@0.5.3
88575 silly build supports-color@3.1.2
88576 info linkStuff supports-color@3.1.2
88577 silly linkStuff supports-color@3.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-discard-comments/node_modules as its parent node_modules
88578 silly linkStuff supports-color@3.1.2 is part of a global install
88579 silly linkStuff supports-color@3.1.2 is installed into a global node_modules
88580 verbose linkBins supports-color@3.1.2
88581 verbose linkMans supports-color@3.1.2
88582 silly build postcss@5.0.16
88583 info linkStuff postcss@5.0.16
88584 silly linkStuff postcss@5.0.16 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-discard-comments/node_modules as its parent node_modules
88585 silly linkStuff postcss@5.0.16 is part of a global install
88586 silly linkStuff postcss@5.0.16 is installed into a global node_modules
88587 verbose linkBins postcss@5.0.16
88588 verbose linkMans postcss@5.0.16
88589 silly build postcss-discard-comments@2.0.4
88590 info linkStuff postcss-discard-comments@2.0.4
88591 silly linkStuff postcss-discard-comments@2.0.4 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88592 silly linkStuff postcss-discard-comments@2.0.4 is part of a global install
88593 silly linkStuff postcss-discard-comments@2.0.4 is installed into a global node_modules
88594 verbose linkBins postcss-discard-comments@2.0.4
88595 verbose linkMans postcss-discard-comments@2.0.4
88596 silly build source-map@0.5.3
88597 info linkStuff source-map@0.5.3
88598 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-discard-duplicates/node_modules as its parent node_modules
88599 silly linkStuff source-map@0.5.3 is part of a global install
88600 silly linkStuff source-map@0.5.3 is installed into a global node_modules
88601 verbose linkBins source-map@0.5.3
88602 verbose linkMans source-map@0.5.3
88603 silly build supports-color@3.1.2
88604 info linkStuff supports-color@3.1.2
88605 silly linkStuff supports-color@3.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-discard-duplicates/node_modules as its parent node_modules
88606 silly linkStuff supports-color@3.1.2 is part of a global install
88607 silly linkStuff supports-color@3.1.2 is installed into a global node_modules
88608 verbose linkBins supports-color@3.1.2
88609 verbose linkMans supports-color@3.1.2
88610 silly build postcss@5.0.16
88611 info linkStuff postcss@5.0.16
88612 silly linkStuff postcss@5.0.16 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-discard-duplicates/node_modules as its parent node_modules
88613 silly linkStuff postcss@5.0.16 is part of a global install
88614 silly linkStuff postcss@5.0.16 is installed into a global node_modules
88615 verbose linkBins postcss@5.0.16
88616 verbose linkMans postcss@5.0.16
88617 silly build postcss-discard-duplicates@2.0.1
88618 info linkStuff postcss-discard-duplicates@2.0.1
88619 silly linkStuff postcss-discard-duplicates@2.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88620 silly linkStuff postcss-discard-duplicates@2.0.1 is part of a global install
88621 silly linkStuff postcss-discard-duplicates@2.0.1 is installed into a global node_modules
88622 verbose linkBins postcss-discard-duplicates@2.0.1
88623 verbose linkMans postcss-discard-duplicates@2.0.1
88624 silly build source-map@0.5.3
88625 info linkStuff source-map@0.5.3
88626 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-discard-empty/node_modules as its parent node_modules
88627 silly linkStuff source-map@0.5.3 is part of a global install
88628 silly linkStuff source-map@0.5.3 is installed into a global node_modules
88629 verbose linkBins source-map@0.5.3
88630 verbose linkMans source-map@0.5.3
88631 silly build supports-color@3.1.2
88632 info linkStuff supports-color@3.1.2
88633 silly linkStuff supports-color@3.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-discard-empty/node_modules as its parent node_modules
88634 silly linkStuff supports-color@3.1.2 is part of a global install
88635 silly linkStuff supports-color@3.1.2 is installed into a global node_modules
88636 verbose linkBins supports-color@3.1.2
88637 verbose linkMans supports-color@3.1.2
88638 silly build postcss@5.0.16
88639 info linkStuff postcss@5.0.16
88640 silly linkStuff postcss@5.0.16 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-discard-empty/node_modules as its parent node_modules
88641 silly linkStuff postcss@5.0.16 is part of a global install
88642 silly linkStuff postcss@5.0.16 is installed into a global node_modules
88643 verbose linkBins postcss@5.0.16
88644 verbose linkMans postcss@5.0.16
88645 silly build postcss-discard-empty@2.0.1
88646 info linkStuff postcss-discard-empty@2.0.1
88647 silly linkStuff postcss-discard-empty@2.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88648 silly linkStuff postcss-discard-empty@2.0.1 is part of a global install
88649 silly linkStuff postcss-discard-empty@2.0.1 is installed into a global node_modules
88650 verbose linkBins postcss-discard-empty@2.0.1
88651 verbose linkMans postcss-discard-empty@2.0.1
88652 silly build source-map@0.5.3
88653 info linkStuff source-map@0.5.3
88654 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-discard-unused/node_modules as its parent node_modules
88655 silly linkStuff source-map@0.5.3 is part of a global install
88656 silly linkStuff source-map@0.5.3 is installed into a global node_modules
88657 verbose linkBins source-map@0.5.3
88658 verbose linkMans source-map@0.5.3
88659 silly build supports-color@3.1.2
88660 info linkStuff supports-color@3.1.2
88661 silly linkStuff supports-color@3.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-discard-unused/node_modules as its parent node_modules
88662 silly linkStuff supports-color@3.1.2 is part of a global install
88663 silly linkStuff supports-color@3.1.2 is installed into a global node_modules
88664 verbose linkBins supports-color@3.1.2
88665 verbose linkMans supports-color@3.1.2
88666 silly build postcss@5.0.16
88667 info linkStuff postcss@5.0.16
88668 silly linkStuff postcss@5.0.16 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-discard-unused/node_modules as its parent node_modules
88669 silly linkStuff postcss@5.0.16 is part of a global install
88670 silly linkStuff postcss@5.0.16 is installed into a global node_modules
88671 verbose linkBins postcss@5.0.16
88672 verbose linkMans postcss@5.0.16
88673 silly build source-map@0.5.3
88674 info linkStuff source-map@0.5.3
88675 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-filter-plugins/node_modules as its parent node_modules
88676 silly linkStuff source-map@0.5.3 is part of a global install
88677 silly linkStuff source-map@0.5.3 is installed into a global node_modules
88678 verbose linkBins source-map@0.5.3
88679 verbose linkMans source-map@0.5.3
88680 silly build supports-color@3.1.2
88681 info linkStuff supports-color@3.1.2
88682 silly linkStuff supports-color@3.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-filter-plugins/node_modules as its parent node_modules
88683 silly linkStuff supports-color@3.1.2 is part of a global install
88684 silly linkStuff supports-color@3.1.2 is installed into a global node_modules
88685 verbose linkBins supports-color@3.1.2
88686 verbose linkMans supports-color@3.1.2
88687 silly build postcss@5.0.16
88688 info linkStuff postcss@5.0.16
88689 silly linkStuff postcss@5.0.16 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-filter-plugins/node_modules as its parent node_modules
88690 silly linkStuff postcss@5.0.16 is part of a global install
88691 silly linkStuff postcss@5.0.16 is installed into a global node_modules
88692 verbose linkBins postcss@5.0.16
88693 verbose linkMans postcss@5.0.16
88694 silly build source-map@0.5.3
88695 info linkStuff source-map@0.5.3
88696 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-merge-idents/node_modules as its parent node_modules
88697 silly linkStuff source-map@0.5.3 is part of a global install
88698 silly linkStuff source-map@0.5.3 is installed into a global node_modules
88699 verbose linkBins source-map@0.5.3
88700 verbose linkMans source-map@0.5.3
88701 silly build supports-color@3.1.2
88702 info linkStuff supports-color@3.1.2
88703 silly linkStuff supports-color@3.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-merge-idents/node_modules as its parent node_modules
88704 silly linkStuff supports-color@3.1.2 is part of a global install
88705 silly linkStuff supports-color@3.1.2 is installed into a global node_modules
88706 verbose linkBins supports-color@3.1.2
88707 verbose linkMans supports-color@3.1.2
88708 silly build postcss@5.0.16
88709 info linkStuff postcss@5.0.16
88710 silly linkStuff postcss@5.0.16 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-merge-idents/node_modules as its parent node_modules
88711 silly linkStuff postcss@5.0.16 is part of a global install
88712 silly linkStuff postcss@5.0.16 is installed into a global node_modules
88713 verbose linkBins postcss@5.0.16
88714 verbose linkMans postcss@5.0.16
88715 silly build source-map@0.5.3
88716 info linkStuff source-map@0.5.3
88717 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-merge-longhand/node_modules as its parent node_modules
88718 silly linkStuff source-map@0.5.3 is part of a global install
88719 silly linkStuff source-map@0.5.3 is installed into a global node_modules
88720 verbose linkBins source-map@0.5.3
88721 verbose linkMans source-map@0.5.3
88722 silly build supports-color@3.1.2
88723 info linkStuff supports-color@3.1.2
88724 silly linkStuff supports-color@3.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-merge-longhand/node_modules as its parent node_modules
88725 silly linkStuff supports-color@3.1.2 is part of a global install
88726 silly linkStuff supports-color@3.1.2 is installed into a global node_modules
88727 verbose linkBins supports-color@3.1.2
88728 verbose linkMans supports-color@3.1.2
88729 silly build postcss@5.0.16
88730 info linkStuff postcss@5.0.16
88731 silly linkStuff postcss@5.0.16 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-merge-longhand/node_modules as its parent node_modules
88732 silly linkStuff postcss@5.0.16 is part of a global install
88733 silly linkStuff postcss@5.0.16 is installed into a global node_modules
88734 verbose linkBins postcss@5.0.16
88735 verbose linkMans postcss@5.0.16
88736 silly build postcss-merge-longhand@2.0.1
88737 info linkStuff postcss-merge-longhand@2.0.1
88738 silly linkStuff postcss-merge-longhand@2.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88739 silly linkStuff postcss-merge-longhand@2.0.1 is part of a global install
88740 silly linkStuff postcss-merge-longhand@2.0.1 is installed into a global node_modules
88741 verbose linkBins postcss-merge-longhand@2.0.1
88742 verbose linkMans postcss-merge-longhand@2.0.1
88743 silly build source-map@0.5.3
88744 info linkStuff source-map@0.5.3
88745 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-merge-rules/node_modules as its parent node_modules
88746 silly linkStuff source-map@0.5.3 is part of a global install
88747 silly linkStuff source-map@0.5.3 is installed into a global node_modules
88748 verbose linkBins source-map@0.5.3
88749 verbose linkMans source-map@0.5.3
88750 silly build supports-color@3.1.2
88751 info linkStuff supports-color@3.1.2
88752 silly linkStuff supports-color@3.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-merge-rules/node_modules as its parent node_modules
88753 silly linkStuff supports-color@3.1.2 is part of a global install
88754 silly linkStuff supports-color@3.1.2 is installed into a global node_modules
88755 verbose linkBins supports-color@3.1.2
88756 verbose linkMans supports-color@3.1.2
88757 silly build postcss@5.0.16
88758 info linkStuff postcss@5.0.16
88759 silly linkStuff postcss@5.0.16 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-merge-rules/node_modules as its parent node_modules
88760 silly linkStuff postcss@5.0.16 is part of a global install
88761 silly linkStuff postcss@5.0.16 is installed into a global node_modules
88762 verbose linkBins postcss@5.0.16
88763 verbose linkMans postcss@5.0.16
88764 silly build postcss-merge-rules@2.0.5
88765 info linkStuff postcss-merge-rules@2.0.5
88766 silly linkStuff postcss-merge-rules@2.0.5 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88767 silly linkStuff postcss-merge-rules@2.0.5 is part of a global install
88768 silly linkStuff postcss-merge-rules@2.0.5 is installed into a global node_modules
88769 verbose linkBins postcss-merge-rules@2.0.5
88770 verbose linkMans postcss-merge-rules@2.0.5
88771 silly build postcss-message-helpers@2.0.0
88772 info linkStuff postcss-message-helpers@2.0.0
88773 silly linkStuff postcss-message-helpers@2.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88774 silly linkStuff postcss-message-helpers@2.0.0 is part of a global install
88775 silly linkStuff postcss-message-helpers@2.0.0 is installed into a global node_modules
88776 verbose linkBins postcss-message-helpers@2.0.0
88777 verbose linkMans postcss-message-helpers@2.0.0
88778 silly build object-assign@4.0.1
88779 info linkStuff object-assign@4.0.1
88780 silly linkStuff object-assign@4.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-minify-font-values/node_modules as its parent node_modules
88781 silly linkStuff object-assign@4.0.1 is part of a global install
88782 silly linkStuff object-assign@4.0.1 is installed into a global node_modules
88783 verbose linkBins object-assign@4.0.1
88784 verbose linkMans object-assign@4.0.1
88785 silly build source-map@0.5.3
88786 info linkStuff source-map@0.5.3
88787 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-minify-font-values/node_modules as its parent node_modules
88788 silly linkStuff source-map@0.5.3 is part of a global install
88789 silly linkStuff source-map@0.5.3 is installed into a global node_modules
88790 verbose linkBins source-map@0.5.3
88791 verbose linkMans source-map@0.5.3
88792 silly build supports-color@3.1.2
88793 info linkStuff supports-color@3.1.2
